Author_ID,Name,ga_first_name,ga_last_name,ga_gender,ga_accuracy,ga_samples
37371928100,"Duane L. Knill",Duane,Knill,male,98,2439
37273212300,"Layne T. Watson",Layne,Watson,male,95,4918
37295678700,"Marco Lanzagorta",Marco,Lanzagorta,male,99,133237
37372261800,"George Spanos",George,Spanos,male,99,63411
37372263000,"E. Kuo",E.,Kuo,male,64,609
37366222200,"Marty Brady",Marty,Brady,male,67,5840
37295399300,"Fred Kitson",Fred,Kitson,male,96,49830
37444386900,"E. V. Selow",,,,,
37361048100,"Steven Parker",Steven,Parker,male,99,59951
37266808400,"Peter Shirley",Peter,Shirley,male,99,146529
37373213900,"Peter-Pike Sloan",Peter-Pike,Sloan,male,99,146641
37442008700,"Christian Stolte",Christian,Stolte,male,100,48300
37446738400,"Robert Peter Bosch","Robert Peter",Bosch,male,100,6
37272956900,"Mendel Rosenblum",Mendel,Rosenblum,male,96,156
37444492400,"Angela Boltman",Angela,Boltman,female,98,69937
37444499700,"O.J. Espinosa",O.J.,Espinosa,male,85,27
37340027400,"Chris Hendrickson",Chris,Hendrickson,male,93,163699
37353587300,"James H. Garrett","James H.",Garrett,male,96,27
37444610400,"S. Bjork",S.,Bjork,male,64,1577
37296141000,"Lars Erik Holmquist","Lars Erik",Holmquist,male,100,87
37444612100,"Johan RedstrÃ¶m",Johan,Redstrã¶m,male,99,38619
37442752800,"Kerry Rodden",Kerry,Rodden,female,75,7850
37442753400,"Wojciech Basalaj",Wojciech,Basalaj,male,100,8514
37356022100,"David Sinclair",David,Sinclair,male,99,381770
38288068100,"Kenneth Wood",Kenneth,Wood,male,99,20555
37435209300,"Richard M. Wilson","Richard M.",Wilson,male,100,24
37445066400,"Ying-Huey Fua",Ying-Huey,Fua,female,85,3479
37279217900,"Elke A. Rundensteiner",Elke,A.,female,99,4970
37294473300,"Huub van de Wetering",Huub,"van de Wetering",male,98,566
37438109600,"Hidekazu Shiozawa",Hidekazu,Shiozawa,male,100,105
37280640100,"Ken-ichi Okada",Ken-Ichi,Okada,male,100,29
37336155800,"Yutaka Matsushita",Yutaka,Matsushita,male,99,480
37442826700,"J.K. Rayson",J.K.,Rayson,male,90,77
37449036300,"James Harrison",James,Harrison,male,99,131879
37365431000,"Andrew Moore",Andrew,Moore,male,99,82448
37445884600,"Michael Higgins",Michael,Higgins,male,99,211741
37444484200,"Tova Avidan",Tova,Avidan,female,89,267
37434158300,"Stuart J. Rose","Stuart J.",Rose,male,100,3
37442823600,"Francois Guimbreti`ere",Francois,Guimbreti`ere,male,98,17870
37448060300,"George Robertson",George,Robertson,male,99,63411
37274264300,"Ming C. Hao",Ming,Hao,male,77,2692
38574927700,"Umesh Dayal",Umesh,Dayal,male,100,6063
37275459900,"M. Hsu",M.,Hsu,male,73,3216
37431347900,"Jim Baker",Jim,Baker,male,99,40318
37442793100,"R. D'Eletto",R.,Deletto,male,78,1085
37264891100,"Patrick J. Moran","Patrick J.",Moran,male,100,47
37350243300,"Bjoern Heckel",Bjoern,Heckel,male,100,413
37411444100,"Gunther H. Weber","Gunther H.",Weber,male,100,3
37268047100,"Alexandru Telea",Alexandru,Telea,male,99,5316
37344705800,"Frank Bossen",Frank,Bossen,male,99,66241
37374524900,"Frank Dachille",Frank,Dachille,male,99,66241
37442614000,"Nivedita Sahasrabudhe",Nivedita,Sahasrabudhe,female,99,681
37432010800,"J.E. West",J.E.,West,male,75,63
37442611400,"Mark Janus",Mark,Janus,male,100,48064
37442701500,"James T. Klosowski","James T.",Klosowski,male,100,40
38271129300,"Elvir Azanli",Elvir,Azanli,male,97,647
37266847600,"Klaus Engel",Klaus,Engel,male,98,13207
37446214800,"Philip Sutton",Philip,Sutton,male,99,21773
37433595700,"James A. Hall","James A.",Hall,male,100,81
37442663900,"Sunil Hadap",Sunil,Hadap,male,99,21216
37329410200,"Pascal Volino",Pascal,Volino,male,98,53481
38182804500,"Nadia Magnenat-Thalmann",Nadia,Magnenat-Thalmann,female,98,44698
37282742400,"Gordon Kindlmann",Gordon,Kindlmann,male,99,7416
37337510400,"David Weinstein",David,Weinstein,male,99,381770
37431929300,"Bernd Fröhlich",Bernd,Fröhlich,male,99,7628
37267284400,"Stephen Barrass",Stephen,Barrass,male,99,46085
37433845400,"Björn Zehner",Björn,Zehner,male,99,6460
37442670800,"John Plate",John,Plate,male,99,219085
37378253100,"M. Gobel",M.,Gobel,male,73,3216
37271940800,"R. Raskar",R.,Raskar,male,78,1085
37277811200,"Michael S. Brown","Michael S.",Brown,male,100,63
37277874700,"Ruigang Yang",Ruigang,Yang,male,100,2
37440192900,"Wei-Chao Chen",Wei-Chao,Chen,male,100,3
37300645000,"Gregory F. Welch","Gregory F.",Welch,male,100,2
37298881100,"Herman Towles",Herman,Towles,male,99,10036
37442701200,"C. Gasparakis",Gasparakis,C.,male,75,4
37282717500,"Greg Humphreys",Greg,Humphreys,male,99,38516
37569245800,"Michael Meissner",Michael,Meissner,male,99,211741
38284143700,"Ulrich Hoffmann",Ulrich,Hoffmann,male,98,3912
37374702800,"K.A. Kreeger",K.A.,Kreeger,male,59,51
37405625700,"C.C. Law",C.C.,Law,male,51,80
37436263300,"K.M. Martin",K.M.,Martin,male,80,79
37436172400,"Joshua Temkin",Joshua,Temkin,male,100,35201
37442697900,"Christof Rezk Salama","Christof Rezk",Salama,male,99,1286
37373297800,"Peter Hastreiter",Peter,Hastreiter,male,99,146529
37427416100,"Christian Teitzel",Christian,Teitzel,male,100,48300
37435908900,"D. Holliday",D.,Holliday,male,73,1059
37373016900,"Tom Roxborough",Tom,Roxborough,male,99,87429
37282575100,"Xavier Tricoche",Xavier,Tricoche,male,99,27038
37267045200,"Jarek Rossignac",Jarek,Rossignac,male,99,9661
37330183900,"Andrzej Szymczak",Andrzej,Szymczak,male,99,22799
37368523400,"Guozhong Zhuang",Guozhong,Zhuang,male,100,9
37282573000,"Tobias Preusser",Tobias,Preusser,male,100,17675
37268036500,"Martin Rumpf",Martin,Rumpf,male,98,139211
37273605600,"Vivek Verma",Vivek,Verma,male,100,17801
37275716100,"Robert M. Kirby","Robert M.",Kirby,male,100,56
37442720100,"Haralambos Marmanis",Haralambos,Marmanis,male,100,30
37432119900,"Ling-Jan Chiang",Ling-Jan,Chiang,male,91,106241
37065460300,"Klaus Mueller",Klaus,Mueller,male,98,13207
37448237300,"Dirk Bartz",Dirk,Bartz,male,99,14847
37442720700,"Martin Skalej",Martin,Skalej,male,98,139211
37442718400,"Dorothea Welte",Dorothea,Welte,female,99,614
37446853000,"Qingyu Tang",Qingyu,Tang,male,82,28
37444689300,"Suzana Djurcilov",Suzana,Djurcilov,female,98,4223
37444462500,"Zoya Maslak",Zoya,Maslak,female,96,1353
37435955500,"Douglas J. Steel","Douglas J.",Steel,male,100,14
37442793000,"Benjamin Henne",Benjamin,Henne,male,99,50718
37437412100,"Martine Rutten",Martine,Rutten,female,97,26046
37365039500,"Martin H Schulz",Martin,Schulz,male,98,139211
37087620436,"Frank Reck",Frank,Reck,male,99,66241
37444666900,"Sepideh Chakaveh",Sepideh,Chakaveh,female,98,1140
37444667200,"Udo Zlender",Udo,Zlender,male,98,2894
37444667000,"Detlef Skaley",Detlef,Skaley,male,99,2426
37444665300,"Dieter Breitschwerdt",Dieter,Breitschwerdt,male,98,7678
37267816200,"Eliot Feibush",Eliot,Feibush,male,97,973
37374453500,"Nikhil Gagvani",Nikhil,Gagvani,male,100,16073
37438974300,"Daniel Williams",Daniel,Williams,male,99,257742
37434681200,"Christophe Winkler",Christophe,Winkler,male,98,60690
37442790800,"Fabien Bosquet",Fabien,Bosquet,male,98,21300
37442790400,"Xavier Cavin",Xavier,Cavin,male,99,27038
37344169100,"J.-C. Paul",J.-C.,Paul,male,100,3
37439703400,"S. Ho",S.,Ho,male,64,1577
37433943500,"Amit Goel",Amit,Goel,male,99,37747
37363195800,"Chuck A. Baker",Chuck,Baker,male,99,7096
37369986100,"Bernard Grossman",Bernard,Grossman,male,98,30260
37297721700,"Raphael T. Haftka",Raphael,T.,male,99,22692
37369561300,"William H. Mason","William H.",Mason,male,100,34
37280749300,"Chaomei Chen",Chaomei,Chen,male,75,4
37295402100,"Leslie Carr",Leslie,Carr,female,81,14894
37442791100,"M. S. Tignor","M. S.",Tignor,male,95,40
37374730400,"E.E. Koutsofios",E.E.,Koutsofios,male,56,18
37372818600,"Stephen C. North","Stephen C.",North,male,100,13
37444460000,"R. Truscott",R.,Truscott,male,78,1085
37446215100,"Taeko Azuma",Taeko,Azuma,female,97,73
37427327200,"Matthias Hopf",Matthias,Hopf,male,100,17148
37442793900,"Carl J. Manaster",Carl,J.,male,98,18194
37442794100,"Elizabeth Nanthakumar",Elizabeth,Nanthakumar,female,99,44677
37436538600,"Phillip A. Morin",Phillip,Morin,male,99,9441
37371920000,"Chris Olston",Chris,Olston,male,93,163699
37354912800,"Allison Woodruff",Allison,Woodruff,female,95,11270
37938665500,"Matthias Kreuseler",Matthias,Kreuseler,male,100,17148
38025121600,"Norma Lopez",Norma,Lopez,female,98,6709
37283240400,"Heidrun Schumann",Heidrun,Schumann,female,97,300
37662339600,"James Abello",James,Abello,male,99,131879
38020590400,"E. Zhang",E.,Zhang,male,64,609
37356550600,"I. Herman",Herman,I.,male,99,10036
38253081000,"M. S. Marshall","M. S.",Marshall,male,95,40
37283186100,"Guy MelanÃ§on",Guy,Melanã§on,male,98,20859
38351102700,"J. Yang-Pelaez",Yang-Pelaez,J.,male,67,4262
38015091900,"A. Skupin",Skupin,A.,male,75,4
38015236500,"Rika Furuhata",Rika,Furuhata,female,95,2077
37846700600,"Anton Leuski",Anton,Leuski,male,99,24300
37647480800,"James Allan",James,Allan,male,99,131879
37272088600,"Thomas J. Overbye",J.,Thomas,male,82,2236
37333495700,"Jamie D. Weber",Jamie,Weber,male,62,29424
37282588900,"Susan Havre",Susan,Havre,female,98,34211
37725426400,"Lucy T. Nowell",Lucy,Nowell,female,98,20520
37672002300,"Wendy Cowley",Wendy,Cowley,female,96,26404
37372586800,"Harlan Foote",Harlan,Foote,male,97,313
37725413900,"Elizabeth Jurrus",Elizabeth,Jurrus,female,99,44677
37390082400,"P. Pu",P.,Pu,male,71,747
37589762800,"Denis Lalanne",Denis,Lalanne,male,97,42503
38018021800,"Isaac Brewer",Isaac,Brewer,male,99,21035
38015217400,"Hadi Abdo",Abdo,Hadi,male,97,14829
38015217200,"Jack Gundrum",Jack,Gundrum,male,97,59917
38016367600,"George Otto",George,Otto,male,99,63411
38026813600,"M. Buscher",M.,Buscher,male,73,3216
38031107700,"Dan Shapiro",Dan,Shapiro,male,97,61524
37442180300,"Michael Christensen",Michael,Christensen,male,99,211741
38017841600,"Preben Holst Mogensen","Preben Holst",Mogensen,male,99,448
38018324800,"P. Orbaek",P.,Orbaek,male,71,747
38015320500,"Rami Hietala",Rami,Hietala,male,96,13366
37992690100,"Jarkko Oikarinen",Jarkko,Oikarinen,male,99,520
37439548500,"C. Russo dos Santos","Russo Dos",Santos,male,79,1211
37267120600,"P. Gros",P.,Gros,male,71,747
37443165700,"P. Abel",Abel,P.,male,99,18243
37442603000,"D. Loisel",D.,Loisel,male,73,1059
37442602300,"N. Trichaud",N.,Trichaud,male,59,555
38255941100,"J.P. Paris",J.P.,Paris,male,96,334
37730629300,"Stanislav L. Stoev",Stanislav,Stoev,male,99,8550
38015068600,"R. Brunella",Brunella,R.,female,98,540
38275083200,"T.J. Jankun-Kelly",Kelly,T.J.,female,88,48305
37282740200,"Sarang Lakare",Lakare,Sarang,male,71,14
37732410200,"Mie Sato",Mie,Sato,female,71,867
37300365400,"Ingmar Bitter",Ingmar,Bitter,male,98,344
37265216900,"Michael Bender",Michael,Bender,male,99,211741
37882660300,"Kevin T. McDonnell's","Kevin Mcdonnell",T.,male,99,140163
38018584500,"Andrej Cedilnik",Andrej,Cedilnik,male,99,6055
38015245400,"D. Costanza",D.,Costanza,male,73,1059
37558175900,"Chuan-Kai Yang",Chuan-Kai,Yang,male,90,11629
37282510200,"Tulika Mitra",Tulika,Mitra,female,97,314
37357145300,"Stefan Rottger",Stefan,Rottger,male,98,50890
37284293000,"Martin Kraus",Martin,Kraus,male,98,139211
37408075400,"Aditi Majumder",Aditi,Majumder,female,98,2909
38024209800,"Zhu He",He,Zhu,male,71,769
37423646500,"Yuqun Chen",Chen,Yuqun,male,63,5576
37333576800,"Douglas W. Clark","Douglas W.",Clark,male,100,7
37429653900,"Adam Finkelstein",Adam,Finkelstein,male,99,101742
37443159300,"Timothy C. Housel","Timothy C.",Housel,male,100,8
37277619300,"Kai Li",Kai,Li,male,96,28964
37270752800,"D.A. Lawrence",D.A.,Lawrence,male,75,53
37280408300,"C.D. Lee",C.D.,Lee,male,76,45
37270749300,"L.Y. Pao",L.Y.,Pao,male,67,3
37270750300,"R.Y. Novoselov",R.Y.,Novoselov,male,75,4
37324424400,"Gordon Erlebacher",Gordon,Erlebacher,male,99,7416
37316309200,"M.Y. Hussaini",M.Y.,Hussaini,male,56,18
37362087700,"A. D. Gregory",Gregory,D.,male,99,21213
38030858700,"A. Mascarenhas",A.,Mascarenhas,male,71,2092
37449231600,"S. A. Ehmann","S. A.",Ehmann,male,76,29
37065548700,"Ming Lin",Ming,Lin,male,77,2692
37738265200,"Randy K. Scoggins",Randy,Scoggins,male,98,14607
37725999600,"Steve M. F. Treavett",Steve,M.,male,99,80009
38026251100,"M. Chen",M.,Chen,male,73,3216
37409357900,"Toshiharu Nakai",Toshiharu,Nakai,male,100,48
37278620500,"Yasuyo Kita",Yasuyo,Kita,female,100,28
37274158800,"Helwig Hauser",Helwig,Hauser,male,100,7
37282641800,"Lukas Mroz",Lukas,Mroz,male,99,22120
37724677400,"G.-I. Bischi",Bischi,G.-I.,male,100,5
37282552200,"Eduard Gröller",Eduard,Gröller,male,99,6833
37367805100,"Jian Huang",Jian,Huang,male,89,1215
37355552900,"Naeem Shareef",Naeem,Shareef,male,99,3156
37449516200,"J. Dollner",J.,Dollner,male,82,2236
37884503800,"Konstantin Baumann",Konstantin,Baumann,male,99,5001
37267218300,"Klaus Hinrichs",Klaus,Hinrichs,male,98,13207
37370454300,Suits,Suits,,male,100,5
38015271000,"Gérard Lecina",Gérard,Lecina,male,98,5971
38023544500,"Adam Hunter",Adam,Hunter,male,99,101742
38015261400,"Thomas Gerstner",Thomas,Gerstner,male,99,129177
37284272700,"Praveen Bhaniramka",Praveen,Bhaniramka,male,100,15182
37284274100,"Rephael Wenger",Rephael,Wenger,male,100,11
37435878200,"R.R. Johnson",R.R.,Johnson,male,81,26
38014682800,"ZoÃƒÂ« J. Wood",J.,Wood,male,82,2236
37332366200,"Mathieu Desbrun",Mathieu,Desbrun,male,99,28292
37739474000,"T. David",David,T.,male,99,381770
37282721800,"Ingrid Hotz",Ingrid,Hotz,female,98,20882
37390088800,"Olivier Devillers",Olivier,Devillers,male,99,50237
37314223500,"P.-M. Gandoin",Gandoin,P.-M.,female,75,4
37268045000,"D. Weiskopf",D.,Weiskopf,male,73,1059
38015244300,"Daniel Kobras",Daniel,Kobras,male,99,257742
37565759500,"Hanns Ruder",Hanns,Ruder,male,97,107
37658638100,"Jose C. Renteria","Jose C.",Renteria,male,100,49
38015336900,"Krishna M. Roskin","Krishna Roskin",M.,male,90,14134
38015316100,"Udo Adamy",Udo,Adamy,male,98,2894
37325999500,"Joachim Giesen's",Joachim,Giesen,male,99,6027
38027270700,"Matthias John",Matthias,John,male,100,17148
37550791600,Bonnell,,,,,
37268037900,"Ulrich Clarenz",Clarenz,Ulrich,male,100,3
37449648400,"Udo Diewald",Udo,Diewald,male,98,2894
38182206800,"Michael Gorman",Michael,Gorman,male,99,211741
37266753700,"Ariel Shamir",Ariel,Shamir,male,74,11496
37373299500,"B. Tomandl",B.,Tomandl,male,68,854
37361518700,"K. Eberhardt",K.,Eberhardt,male,61,1007
37725037700,"A.J. Fenlon ",A.J.,Fenlon,male,89,616
37282730800,"J.P.R.B. ",,,,,
38028495400,"Doug Maxwell",Doug,Maxwell,male,100,11166
37264967300,"Jeff Uhlmann",Jeff,Uhlmann,male,99,46165
37290721200,"Wendell Anderson",Wendell,Anderson,male,99,3748
37618138200,"Haw-Jye Shyu",Haw-Jye,Shyu,male,86,133
38020250500,"William Smith",William,Smith,male,99,67797
37612088000,"Andrew S. Forsberg","Andrew S.",Forsberg,male,100,15
37426649000,"Andries Van Dam",Andries,"van Dam",male,98,851
37390773900,"Jonathan L. Elion","Jonathan Elion",L.,male,99,84569
38015187400,"Henk Huitema",Henk,Huitema,male,98,8033
38546611400,"Daniel Wagner",Daniel,Wagner,male,99,257742
38028756700,"Martin C. Freund","Martin C.",Freund,male,100,11
37284208400,"Patric Ljung",Patric,Ljung,male,98,1939
37325011700,"Mark E. Dieckmann","Mark E.",Dieckmann,male,100,35
37064122400,"Niclas Andersson",Niclas,Andersson,male,99,1580
37284192000,"Anders Ynnerman",Anders,Ynnerman,male,99,9660
37086976616,"Willem C. de Leeuw",Willem,"de Leeuw",male,98,4919
38021818900,"Chengwei Feng",Chengwei,Feng,male,96,26
37552291200,"Marie desJardins",Marie,Desjardins,female,97,110430
37330343000,"Raimond L. Winslow",Raimond,Winslow,male,97,326
37443860200,"D. F. Scollan","D. F.",Scollan,male,67,3
38021754100,"C. K. Yung","C. K.",Yung,male,71,14
37337813400,"Ruby Leung",Ruby,Leung,female,91,7213
38022952100,"D. Adams",D.,Adams,male,73,1059
37267819800,"David Schissel",David,Schissel,male,99,381770
37428337500,"Todd Evans",Todd,Evans,male,100,11557
37734022800,"Marc Weber",Marc,Weber,male,99,77461
37267466700,"Marc Alexa",Marc,Alexa,male,99,77461
38184260700,"W. Muller",W.,Muller,male,80,260
37266114100,"Elizabeth Hetzler",Elizabeth,Hetzler,female,99,44677
37725416400,"Ted E. Tanasse",Ted,E.,male,98,8573
37360407600,"George S. Davidson","George S.",Davidson,male,100,8
38180014300,"Brian N. Wylie","Brian N.",Wylie,male,100,5
37740703900,"Kevin W. Boyack","Kevin W.",Boyack,male,100,18
37550755100,"James Eagan",James,Eagan,male,99,131879
37269174100,"Mary Jean Harrold","Mary Jean",Harrold,female,100,136
37277753800,"James A. Jones","James A.",Jones,male,100,81
37062167300,"Ka-Ping Yee",Ka-Ping,Yee,male,53,3882
37542391000,"Danyel Fisher",Danyel,Fisher,male,84,696
37689382800,"Rachna Dhamija",Rachna,Dhamija,female,98,660
38181244800,"Marti Hearst",Marti,Hearst,female,59,1995
37284840800,"Janet M. Six","Janet M.",Six,female,100,7
37356017600,"Ioannis G. Tollis",Ioannis,Tollis,male,99,2092
37326291000,"Farsh van Ham",Farsh,"van Ham",male,88,8
37283676000,"Irene Finocchi",Irene,Finocchi,female,98,30206
37726163800,"Martin Wattenberg",Wattenberg,Martin,unknown,50,2
37313321900,"Raimund Dachselt",Raimund,Dachselt,male,99,445
37738189700,"JÃƒÂ¼rgen Ebert",Ebert,Jãƒâ¼rgen,male,97,119
37727886600,"Ernst Kleiberg",Ernst,Kleiberg,male,98,2265
37282563400,"Robert Kosara",Robert,Kosara,male,99,145540
37282584500,"Silvia Miksch",Silvia,Miksch,female,98,61342
37550754400,"Ken Perrine",Ken,Perrine,male,98,28348
37728774800,"Nancy Miller",Nancy,Miller,female,98,35222
37326091300,"Alfred Kobsa",Alfred,Kobsa,male,98,12096
37725326000,"Julian Ladisch",Julian,Ladisch,male,95,24021
37275646700,"Umeshwar Dayal",Umeshwar,Dayal,male,100,13
37733138800,"Todd Barlow",Todd,Barlow,male,100,11557
37726433800,"Padraic Neville",Padraic,Neville,male,99,137
37725243100,"Marco Tavanti",Marco,Tavanti,male,99,133237
37561614400,"Mats Lind",Mats,Lind,male,99,3311
37738449800,"Jeffrey Brainerd",Jeffrey,Brainerd,male,100,19324
37730485200,"Barry Becker",Barry,Becker,male,98,13520
37563679500,"Robert Edsall",Robert,Edsall,male,99,145540
37442679500,"James Agutter",James,Agutter,male,99,131879
37725245800,"Noah Syroid",Noah,Syroid,male,96,6863
37281841200,"Frank Drews",Frank,Drews,male,99,66241
37293901500,"Dwayne R. Westenskow",Dwayne,Westenskow,male,99,2960
37435236500,"Julio C. Bermudez","Julio C.",Bermudez,male,100,103
37726237200,"David Strayer",David,Strayer,male,99,381770
37086748019,"Jeffrey L. Posdamer",Jeffrey,L.,male,100,19324
37086747230,"Jack Dantone",Jack,Dantone,male,97,59917
37086745747,"Jon Dale",Jon,Dale,male,99,32478
37086746860,"Trish Hamburger",Trish,Hamburger,female,97,3297
37086747975,"Ward Page",Ward,Page,male,84,1062
37282240200,"Matthias Zwicke",Matthias,Zwicke,male,100,17148
37324479700,"Jeroen van Baar",Jeroen,"van Baar",male,99,7417
37726857000,"David BÃ¼rkle",David,Bã¼rkle,male,99,381770
37734062500,"Weiqiand Zhang",Zhang,Weiqiand,male,61,2518
37726875900,"Johannes Behr",Johannes,Behr,male,99,7870
37449610700,"Shachar Fleishman",Shachar,Fleishman,male,82,88
37282624500,"Hamish Carr",Hamish,Carr,male,99,709
37282623700,"Jack Snoeyink",Jack,Snoeyink,male,97,59917
37946467000,"Thomas Theussl",Thomas,Theussl,male,99,129177
37735346600,"Jianbo Peng",Jianbo,Peng,male,100,38
37353157900,"Vasily Strela",Vasily,Strela,male,99,616
37392248400,"Denis Zorin",Denis,Zorin,male,97,42503
37564265400,"T.K. Dey",T.K.,Dey,male,87,53
37737624500,"Samrat Goswami",Samrat,Goswami,male,100,1058
37737793900,"James Hudson",James,Hudson,male,99,131879
37734316500,"Wulue Zhao",Zhao,Wulue,male,68,848
37725610600,"J.D. Walter",Walter,J.D.,male,97,26732
37281897600,"Martin Isenburg",Martin,Isenburg,male,98,139211
37565742800,"Stefan Gumhold",Stefan,Gumhold,male,98,50890
38259286500,"J.S. Davidson",J.S.,Davidson,male,89,79
37275704000,"Timothy Miller",Timothy,Miller,male,99,15778
37275705800,"Marco da Silva",Marco,"Da Silva",male,99,133237
37275701800,"W.H. Warren",W.H.,Warren,male,74,19
37275702700,"William Warren",William,Warren,male,99,67797
37601397400,"David Gotz",David,Gotz,male,99,381770
37274010000,"Justin Hensley",Justin,Hensley,male,98,43826
37728450600,"Tom Bobach",Tom,Bobach,male,99,87429
37728450100,"K. Mahrous",K.,Mahrous,male,61,1007
37722986700,"Wolfgang Kollmann",Wolfgang,Kollmann,male,99,10782
37268043100,"Manfred Weiler",Manfred,Weiler,male,99,7550
37554667100,"Bruno Eric Levy","Bruno Eric",Levy,male,99,208984
37726780800,"Guillaume Caumon",Guillaume,Caumon,male,99,37030
37726788400,"Stephane Conreaux",Stephane,Conreaux,male,97,39455
37271119000,"Jurgen Schulze",Jurgen,Schulze,male,99,2615
37728226600,"Roland Niemeier",Roland,Niemeier,male,99,22308
37681696700,"Ulrich Lang",Ulrich,Lang,male,98,3912
37727283800,"Vladimir Pekar",Vladimir,Pekar,male,99,21639
37330700700,"Rafael Wiemker",Rafael,Wiemker,male,99,52197
37728309400,"D. Hempel",D.,Hempel,male,73,1059
37728294500,"Shivaraj Tenginakai",Shivaraj,Tenginakai,male,100,319
37280313100,"Jinho Lee",Jinho,Lee,male,99,280
37324263400,"Joe Kniss",Joe,Kniss,male,97,69132
37728226000,"B. Sevenich",B.,Sevenich,male,68,854
37735111300,"Yan Li",Yan,Li,male,73,8519
37735230800,"Shao-Chiung Lu",Shao-Chiung,Lu,male,71,238
37723845800,"Shuh-Yuan Liou",Shuh-Yuan,Liou,male,58,1675
37728303800,"Andreas Hubeli",Andreas,Hubeli,male,99,44818
37726527300,"Marcel Gavriliu",Marcel,Gavriliu,male,99,41885
37726527100,"Joel Carranza",Joel,Carranza,male,99,40697
37360174300,"Alan H. Barr","Alan H.",Barr,male,100,4
37729225400,"Lexing Ying",Lexing,Ying,male,100,2
37282557800,"Miguel A. Otaduy","Miguel A.",Otaduy,male,99,368
37278387400,"Ming C. Lin",Ming,Lin,male,77,2692
37282067000,"Martin Bertram",Martin,Bertram,male,98,139211
37281901900,"Daniel E. Laney","Daniel Laney",E.,male,97,264339
37728224400,"Stefan Guthe",Stefan,Guthe,male,98,50890
37689431900,"Eitan Grinspun",Eitan,Grinspun,male,99,345
37267942700,"Jorg Haber",Jorg,Haber,male,98,470
37565780500,"Frank Zeilfelder",Frank,Zeilfelder,male,99,66241
37728419900,"Oleg Davydov",Oleg,Davydov,male,100,12219
37271851300,"H.P. Seidel",H.P.,Seidel,male,86,28
37273198100,"J. Ho",J.,Ho,male,82,2236
37281495700,"Kuang-chih Lee",Kuang-Chih,Lee,male,80,218
37269726900,"David Kriegman",David,Kriegman,male,99,381770
37564187400,"Neta Sokolovsk",Neta,Sokolovsk,female,88,334
37729702200,"H.K. Hahn",H.K.,Hahn,male,80,30
37424645300,"Bernhard Preim",Bernhard,Preim,male,98,4878
37728223900,"Dirk Selle",Dirk,Selle,male,99,14847
37442956900,"Heinz-Otto Peitgen",Heinz-Otto,Peitgen,male,100,6
37728395400,"Raanan Fattal",Raanan,Fattal,male,100,34
37418740700,"Dani Lischinski",Dani,Lischinski,male,81,44534
37728231400,"A. V. Bartroli","A. V.",Bartroli,male,80,5
37297779800,"Andreas Konig",Andreas,Konig,male,99,44818
37726539700,"Jasmina Orman",Jasmina,Orman,female,97,2730
37085942150,"S.J. Braun",S.J.,Braun,male,61,51
37388414900,"Rena Haynes",Rena,Haynes,female,93,2658
38270017200,"Sabine Iserhardt-Bauer",Sabine,Iserhardt-Bauer,female,98,22561
37726622500,"Yuk Yin Sham","Yuk Yin",Sham,female,53,1313
37066994900,"Zhaohua Ding",Zhaohua,Ding,male,85,13
37315469200,"John C. Gore","John C.",Gore,male,100,89
37726262800,"Adam W. Anderson","Adam W.",Anderson,male,100,4
37295769200,"J.L. Dungan",J.L.,Dungan,male,77,135
37277708500,"Song Zhang",Song,Zhang,male,100,74
38201834500,"Ã‡agatay Demiralp",Demiralp,Ã‡agatay,male,71,7
37267356000,"Daniel F. Keefe","Daniel F.",Keefe,male,96,24
37737825600,"M. Dasilva",M.,Dasilva,male,73,3216
37741138300,"Benjamin D Greenberg",Benjamin,Greenberg,male,99,50718
37294342100,"Peter J Basser",Peter,Basser,male,99,146529
37728340200,"Carlo Pierpaoli",Carlo,Pierpaoli,male,99,35286
37728344300,"E A Chiocca",Chiocca,"E A",male,100,4
37728344700,"Thomas S Deisboeck",Thomas,"S Deisboeck",male,99,129177
37728393600,"Leslie Heinrichs",Leslie,Heinrichs,female,81,14894
37728389500,"Cynthia Bruyns",Cynthia,Bruyns,female,98,24359
37740591600,"Shawn Wildermuth",Shawn,Wildermuth,male,93,15227
37374937200,"Christopher Hasser",Christopher,Hasser,male,99,55041
37728394300,"Christina Ozenne",Christina,Ozenne,female,94,36391
37726358800,"Delbert Bailey",Delbert,Bailey,male,98,181
37266790400,"W.S. Koegler",W.S.,Koegler,male,70,10
37279025800,"Xiaoming Wei",Xiaoming,Wei,male,83,144
37376928400,"T.J. Hallman",T.J.,Hallman,male,92,519
37658171000,"Monica K. Hurdal",Monica,K.,female,98,56741
38181091300,"Kevin W. Kurtz","Kevin W.",Kurtz,male,100,18
37275861300,"Melanie Tory",Melanie,Tory,female,98,35986
37728232400,"N. Rober",Rober,N.,male,98,4041
37271931500,"Anna Celler",Anna,Celler,female,98,184558
37282727500,"Armin Kanitsar",Armin,Kanitsar,male,98,5364
37282581000,"Dominik Fleischmann",Dominik,Fleischmann,male,98,21763
37728392500,"Dominique Sandner",Dominique,Sandner,male,57,37520
37267788200,"Petr Felkel",Petr,Felkel,male,98,61668
37738942000,"Tomihisa Welsh",Tomihisa,Welsh,male,75,4
37065056300,"Wei Zhu",Zhu,Wei,male,61,674
37268388100,"Nora D Volkow",Nora,"D Volkow",female,97,15230
