Author_ID,Name,GenderizeIO
37085942150,S.J. Braun,
37388414900,Rena Haynes,female
38270017200,Sabine Iserhardt-Bauer,female
37726622500,Yuk Yin Sham,male
37066994900,Zhaohua Ding,male
37315469200,John C. Gore,male
37726262800,Adam W. Anderson,male
37295769200,J.L. Dungan,
37277708500,Song Zhang,male
38201834500,Ã‡agatay Demiralp,
37267356000,Daniel F. Keefe,male
37737825600,M. Dasilva,
37741138300,Benjamin D Greenberg,male
37294342100,Peter J Basser,male
37728340200,Carlo Pierpaoli,male
37728344300,E A Chiocca,
37728344700,Thomas S Deisboeck,male
37728393600,Leslie Heinrichs,female
37728389500,Cynthia Bruyns,female
37740591600,Shawn Wildermuth,male
37374937200,Christopher Hasser,male
37728394300,Christina Ozenne,female
37726358800,Delbert Bailey,male
37266790400,W.S. Koegler,
37279025800,Xiaoming Wei,male
37376928400,T.J. Hallman,
37658171000,Monica K. Hurdal,female
38181091300,Kevin W. Kurtz,male
37275861300,Melanie Tory,female
37728232400,N. Rober,
37271931500,Anna Celler,female
37282727500,Armin Kanitsar,male
37282581000,Dominik Fleischmann,male
37728392500,Dominique Sandner,male
37267788200,Petr Felkel,male
37738942000,Tomihisa Welsh,male
37065056300,Wei Zhu,male
37268388100,Nora D Volkow,female
37063831100,Jeffrey Meade,male
37282344300,William Cleveland,male
37400175300,Sean Ziegeler,male
38180788900,Paul J. Croft,male
37731096900,Duanjun Lu,
37419565900,Chris North,male
38137891600,Nathan Conklin,male
38152592400,Varun Saini,male
37652594600,Diane Tang,female
38151550800,Min Chen,male
38102799300,Ying Feng,female
37282557300,Christian Panse,male
37669961800,JÃ¶rn Schneidewind,
37974832100,Robert S. Schulman,male
37295140000,D. Hix,
38136880400,Geoffrey P. Bingham,male
37283026800,Datherine Plaisant,
37279773300,Jesse Grosjean,male
37565128700,Nina Amenta,female
37945252000,Jeff Klingner,male
38220979200,K. Matkovic,
38221553100,Reinhard Sainitzer,male
37267169300,Quang Vinh Nguyen,male
37273547300,Mao Lin Huang,male
37292632600,Jing Yang,female
38153582400,Praveen R. Thiagarajan,male
37067926200,Guang R. Gao,male
37550759700,M. Wattenberg,
38150082500,Sandeep Prabhakar,male
37407972900,J.-D. Fekete,
37689207700,Florian Ledermann,male
37546620400,Helmut Doleisch,male
37414256700,Yehuda Koren,male
38144155300,Liran Carmel,male
37266021800,David Harel,male
37062567500,Mei Chuah,female
37550836200,Ulrik Brandes,male
38014884900,Steven R. Corman,male
37264873500,Alistair Morrison,male
37282731400,Greg Ross,male
37282634700,Steffen Prohaska,male
37645846600,Christian Tietjen,male
38149996100,Wolf Spindler,male
38150692300, Youwei,
37296739100,Robert Rohling,male
37276023400,Dinesh K. Pai,male
38156610200,Eric J. Luke,male
37397544400,Michael Wand,male
38149622600,Julius Gonser,male
37698248900,Eitan Bachmat,male
37267825100,Gokul Varadhan,male
37274216600,Caixia Zhang,female
37446940600,Eric Shaffer,male
37418878100,Steven Bergner,male
37282897100,Mark S. Drew,male
37270741000,Graham D. Finlayson,male
38149547900,Simon Premoze,male
38155160900,Prashant Chopra,male
37279771900,Joerg Meyer,male
37265762400,Tolga TaÅŸdizen,male
38149545900,Paul Burchard,male
37282704100,Stanley Osher,male
37449235700,Pierre Alliez,male
37282290900,Gevorg Grigoryan,male
37283033000,Mark Pauly,male
37266790600,Leif Kobbelt,male
38318193800,Kree Cole-McLaughlin,male
37284192900,Ken Museth,male
37266085200,Zhukov,male
37332752000,Benjamin Mora,male
37391562600,Jean Pierre Jessel,male
37621345600,René Caubet,male
38139540100,Aamir Sadiq,male
37266781000,Oliver Deussen,male
38149994300,Carsten Colditz,male
37373910900,Marc Stamminger,male
38526134600,George Drettakis,male
38155731600,Aidong Lu,male
38000798200,Christopher J Morris,male
38306600100,Johannes Schmidt-Ehrenberg,male
38182750200,Daniel Baum,male
37278915900,Wei Lei,male
38145765600,C. A. H. Baker,
37266754700,Przemyslaw Prusinkiewicz,male
37566595500,Michael G Surette,male
38149622100,J. Levenberg,
38145176200,Eugene Zhang,male
37998748200,Stephen Mann,male
37281781700,Alla Sheffer,female
37275258400,Erik Reinhard,male
38149521000,Sarah Creem,female
37826582200,Ming Jiang,male
37265831900,David Thompson,male
37328724500,Michael Gertz,male
38150365000,Hualin Zhou,male
37065321900,Min Chen,male
37346467200,M. F. Webster,
37283059800,Thomas Funkhouser,male
38149818000,Dimah Yanovsky,male
37546486500,Zachi Karni,male
37281880000,Alexander Bogomjakov,male
37337226600,Han Chen,male
37282878500,Rahul Sukthankar,male
37425426700,Grant Wallace,male
37330248600,Christopher DeCoro,male
37283081500,Olga Sorkine,female
38278819700,Rony Goldenthal,male
37274785100,Xiaoqiang Zheng,male
37938415900,Andreas Sigfridsson,male
37830552200,Tino Ebbers,male
37662873700,Einar Heiberg,male
37295968100,L. Wigstrom,
38149718800,Marc Antonijuan,male
37331033400,Roberto Lario,male
37554695200,Brent M. Dennis,male
38559383300,Brandon Lloyd,male
38153606700,Jayaraman,male
37391946800,David M Krum,male
38149705700,Olugbenga Omoteso,male
37269366200,Thad Starner,male
37282576300,Eric B. Lum,male
37947852700,A. Stompel,
38147203400,Adam Huang,male
38149703800,Steve Sylvester,male
38147016200,Yasuko Suzuki,female
38151039900,Li Chen,female
38149940200,Hiroko Nakamura,female
37369654900,Balmelli,
37338797400,Fausto Bernardini,male
37267290500,Benjamin F. Gregorski,male
37597820500,R. Hiraga,
37342784800,D.A. Yuen,
38149813100,Fabien Dubuffet,male
38146099300,A. Fernandez,
37281909700,Milos Sramek,male
37284317200,Balazs Cs ´ebfalvi,male
38149719800,Jiˇr´ı Hladuvka,
38667381800,Michael Knapp,male
37448821300,Werner Purgathofer,male
37739505800,David A Rabenhorst,male
37352131200,Amnon Shabo,male
38138865600,S Slavin,
38255691800,R.M. Adams,
38254204400,Blaze Stancampiano,male
38182530100,Michael McKenna,male
38253695800,David Small,male
37412023800,Soon Tee Teoh,male
37281058700,S. F. Wu,
37336974400,Xiaoliang Zhao,male
37265693000,David H. Rogers,male
37273805800,Christopher J. Garasi,male
38142293100,Josh Grant,male
37448146200,James J. O'Brien,male
37441461200,Sanghun Park,male
37282577700,Vinay Siddavanahalli,male
38149335100,D. Bauer,
37828727500,Mirjam Sick,female
38149815100,Dirk Meetschen,male
37282573500,Michael Griebel,male
37351750500,Clemens Simmer,male
37283251400,Gregory W. Shirah,male
38137776900,H.G. Mitchell,
37282637000,R. Kahler,
37556794500,D. Cox,
38140573600,Robert Patterson,male
37928834000,Stuart Levy,male
37955451000,Tom Abel,male
37443178200,B. Shedd,
37265850800,Colin Ware,male
38147235600,Bradley Lowekamp,male
37267809900,Simon Stegmaier,male
37277264800,Dirc Rose,male
37563819100,W.B. Paley,
38201799400,Wim A.A. Nuij,male
37088041983,D. Xiping,
37945504200,Frank Hardisty,male
37087690509,Diansheng Guo,
37088043168,Gene Lengerich,male
38198657400,Nelson Wong,male
37285000100,Sheelagh Carpendale,female
37352792200,Saul Greenberg:,male
38150219800,Steven Morris,male
37929204000,Wei Peng,male
38202898100,G. E. Rosario,
38183230000,Dennis C. Brown,male
37546988100,Marjan Trutschl,female
37063728500,Urska Cvek,female
38199879300,Qing Li,female
37284685200,M.G. Christel,
37279666400,Alexander Hauptmann,male
37279681600,Howard Wactlar,male
38026709000,Kenneth L. Summers,male
38202832700,Timothy E. Goldsmith,male
37085932011,Steve Kubica,male
37297193300,Thomas P. Caudell,male
38307086000,Sunghee Kim,female
38335711400,Heleh Hagh-Shenas,female
38201292600,Hong Chen,male
37295438200,Niklas Elmqvist,male
37295439000,Philippas Tsigas,male
37325492100,Paul Craig,male
37334180100,Jessie Kennedy,female
38202075100,Luc Girardin,male
38202116700,Tobias Skog,male
37296143000,Sara Ljungblad,female
37540651600,Christoph Csallner,male
38467650200,Marcus Handte,male
38197720100,Othmar Lehmann,male
37563163700,Laurent Saroul,male
37415825900,Sebastian Gerlach,male
37086672836,Jeremy Jaech,male
37086672798,Mike Peery,male
37646706300,Stephen Linton,male
38202614000,Reka Albert,female
38200661900,Yan Zhang,male
37430681500,G. Hutchinson,
38198915600,James Vanderhyd,male
37565783800,Christian Sigg,male
38198885000,Aaron Lefohn,male
37554814900,Hui Xie,female
37280545800,Jianning Wang,male
37266791800,Jing Hua,female
37275777500,Shankar Krishnan,male
38185529300,Young J. Kim,male
37282639600,Timothy Urness,male
37282626600,Ivan Marusic,male
37282625600,Ellen Longmire,female
37282627400,Ganapathisubramani,
37267247900,Robert S. Laramee,male
38198208400,Vasily Volkov,male
38200968100,Ling Li,female
37564112000,Peer-Timo Bremer,
37282291100,Herbert Edelsbrunner,male
37265786900,Fabio Ganovelli,male
37550808100,Fabio Marton,male
37265788700,Federico Ponchio,male
37066068100,Sung-Eui Yoon,
37271825900,Brian Salomon,male
37282594600,Anthony Sherbondy,male
37563167000,Michael Houston,male
37328954600,Sandy Napel,female
37425394400,Julia Ebling,female
38481208600,Udeepta Dutta Bordoloi,
37840642900,Guangfeng Ji,male
37288235400,Yi-Jen Chiang,female
37086911344,Dirk Mayer,male
37551595300,Jan Fischer,male
38068879800,S. Ley,
37086908729,A. del Rio,
37086911080,Steffi Thust,female
37945387300,C.P. Heussel,
37945386700,H.-U. Kauczor,
37266875400,Holger Theisel,male
37282635100,Tino Weinkauf,male
37558766900,Guo-Shi Li,
37619958500,William A. McNeely,male
37426872100,Milan Ikits,male
38198607400,J. Dean Brederson,
37548560500,Jens Kruger,male
37067591000,Ye Zhao,male
37273608100,Zhe Fan,male
37552979700,Kirk Riley,male
37550576700,Jason J. Levit,male
37560044500,Jens Schneider,male
37394809600,Markus Hadwiger,male
38197400800,Christoph Berger,male
37282726800,Ivan Viola,male
38140167100,Markus Merz,male
37279695300,Jinzhu Gao,female
37281262900,Jian Huang,male
37282739200,Jim A. Kohl,male
37828723800,Christopher S. Co,male
37268691800,David Akers,male
38125927600,Frank Losasso,male
37282718200,Maneesh Agrawala,male
37692531400,John Rick,male
37345685900,James Stewart,male
37436452900,Michael Halle,male
38203084400,Jeanette Meng,female
38526446600,Michael J. McGuffin,male
38198912900,Liviu Tancau,male
37394495600,Ravin Balakrishnan,male
38201565200,G. W. Daniel,
37280982800,Mi Chen,female
38198910100,M P Persoon,
37394315500,Iwo W O Serlie,male
37394318300,Roel Truyen,male
37266876100,Christian Roessl,male
37565779800,Gunter Nurnberger,male
37542815100,Jonathan Woodring,male
37405886900,Chaoli Wang,male
37272637300,Huamin Qu,female
37284278600,Ran Shao,male
38200498200,Ankush Kumar,male
38272537700,Laszlo Szirmay-Kalos,male
37591264000,Marco Tarini,male
38197765400,Justin Jang,male
38514733100,Peter Wonka,male
37326165100,Dieter Honigmann,male
38198925300,Johannes Ruisz,male
38197646400,Christoph Haider,male
37425953500,Fan-Yin Tzeng,
37266873200,Emil Praun,male
38198667500,Eugene Kelton,male
38190845700,Zoltan Konyha,male
38188281400,Kresimir Matkovic,male
37297590400,Paul Adams,male
37299300400,Douglas Dommermuth,male
37288597500,R. Huang,
38203215500,W. Ward,
37359029500,Christoph M. Hoffmann,male
38196945000,Sami Kilic,male
38197908500,Mete Sozen,male
37442441900,Scott Meador,male
38139545800,W. H. Jimenez,
38152504300,W. T. Correa,
37371354900,A.M. Baptista,
37726031300,Oliver Kreylos,male
37565737200,Silvia N. Crivelli,female
38550755500,E. Wes Bethel,
37086897012,J.T. Stasko,
37868928800,Wendy Plesniak,female
37424578200,Steven D. Pieper,male
37268707800,William M. Wells III,male
38202666300,Marianna Jakab,female
38196814800,Dominik S. Meier,male
37371177100,Stephen A. Benton,male
37963994600,Charles R. G. Guttmann,male
37688563600,Mohammad Ghoniem,male
37939616200,Philippe Castagliola,male
37270871700,John Wright,male
37297068800,Scott Burleigh,male
38203097900,Makoto Maruya,male
37392500700,Scott Maxwell,male
38198673300,Rene Pischel,male
38199089200,Terry S. Yoo,male
38202925600,D. Ebert,
37329502700,Don Stredney,male
37564883300,Chris Weaver,male
37418696100,Robert A. Amar,male
37940355500,Lior Berry,male
37646534300,Yaniv Frishman,male
37265724400,Fujio Tsutusmi,male
37941386400,Norihiko Itoh,male
37296759400,Takashi Onoda,male
37394939100,Michael Granitzer,male
37546982800,Wolfgang Kienreich,male
37549965800,Vedran Sabol,male
37549964500,Werner Klieber,male
37567262900,Thomas Nocke,male
37939943900,G. Davison,
37284999600,Eben Myers,male
37392048900,Peter Coppin,male
37287846900,Michael Wagner,male
37929364700,Karl Fische,male
37934704500,Luisa Lu,female
37938687100,W. Ronald McCloskey,
37938687400,David Seneker,male
37939647200,Helmut Barro,male
37827860500,Mike Sips,male
37267197100,Lucian Voinea,male
37282997000,Maylis Delest,female
37282996500,David Auber,male
37295426700,Jean-Philippe Domenger,male
37925992500,Mirko Mandic,male
37282210400,Andruid Kerne,male
37704437500,Thomas Kapler,male
37654961400,William Wright,male
37564433400,Pin Ren,male
37356872100,Benjamin Watson,male
37939601800,Diane Cluxton,female
37934965500,Jie Yun,male
37422552700,Jinwook Seo,male
37938488400,Jaroslav Tyman,male
37938489000,Grant Gruetzmacher,male
37445830400,Howard D. White,male
37418232000,Xia Lin,female
37442288800,Jan Buzydlowski,male
37927235100,J. Foster,
37328688300,R. Herring,
37330910300,Gail Ahn,female
37295085900,Christian Posse,male
37357067600,Mark A Whiting,male
37941944900,Nick Cramer,male
37654414100,Anuj Shah,male
37271719400,Mudita Singhal,female
37273045500,Jimmy Johansson,male
37282558300,David Lindgren,male
37268765000,Matthew Cooper,male
37285509900,Weimao Ke,male
37283464100,Katy Borner,female
37939700500,Lalitha Viswanath,female
37282997400,Yves Chiricota,male
37283172300,Fabien Jourdan,male
37931098300,Tzu-Wei Hsu,male
37941007700,Lee Inman,male
37938647900,David McColgin,male
37925993600,Melissa Stamper,female
37398749700,Stephen G. Kobourov,male
37550247700,Kevin Wampler,male
37419557200,Purvi Saraiya,female
37419559500,K. A. Duca,
37938481400,Anant Agarwala,male
37938665000,Nathan Gossett,male
37930339400,David Lu,male
37938072800,Leah Dietrich,female
37943636700,Roland Heilmann,male
37929365500,Erika Darling,female
37085945247,Chris Newbern,male
37939677000,Nikhil Kalghatgi,male
37939677700,Aaron Burgman,male
37939678100,Kristine Recktenwald,female
37926388300,Matt Williams,male
38275875000,Conrad Albrecht-Buehler,male
38272685400,David A. Shamma,male
37283182000,Dennis P. Groth,male
37926551500,Benjamin W. Murphy,male
37299368000,Emden Gansner,male
37067270600,Bongshin Lee,female
37563799500,Mary Czerwinski,female
38256564300,A.O. Artero,
38122822500,M.C.F. de Oliveira,
37938693800,Gerald Gainant,male
37927697700,K.C. Cox,
37932988400,Anilkumar Patro,male
37557769100,Shiping Huang,male
37554158700,Nishant Mehta,male
38271918800,M.J. Mohammadi-Aragh,
37936804400,P. Krishnaswamy,
37270222000,Robert Grossman,male
37939704200,Ellen Diep,female
37273754900,Robert J. K. Jacob,male
37939591100,Dinoj Surendran,male
37681355300,Fernanda B. Vargas,female
37928946300,Ethan Perry,male
37938416400,Ethan Howe,male
37323990900,Judith S. Donath,female
37288875000,Adel Ahmed,male
37326161000,Tim Dwyer,male
37553339300,Colin Murray Le,male
37554043900,Le Song (Song Ying),male
37293511300,Ying Xin Wu,female
37282576200,D.J. Duke,
37266247700,David A. Duce,male
37282622600,Santiago Lombeyda,male
37282578400,P. Djeu,
37282571600,A. Thane,
37282584800,Matus Straka,male
37282580100,M. Cervenansky,
37282579200,Alexandra La Cruz,female
37282581900,Arnold Kochl,male
37268028700,M. Sramek,
37064962600,L. Sun,
37275304600,Xiaolei Shi,male
37282573700,Christoph Garth,male
37282586000,Michel Arjan Westenberg,male
37282585700,Michael Gleicher,male
37282584600,Thomas Brunet,male
37268470700,E. Nowak,
37282580800,L. Osten,
37282579400,Matthew Mcelwee,male
37282581800,K. Tanty,
37282581200,A. Gepner,
37282581400,Garet P Lahvis,male
37282729800,Musbah Sagar,male
37282577900,Andreas Disch,male
37086890374,J. Ehret,
37271619500,Ralf Klein,male
37086891084,Sascha Kohn,male
38298874700,Dirk Zeckzer,male
37085972587,Michael Munchhofen,male
38258726800,P.C. Saunders,
38253985500,Sean C. Garrick,male
37282577100,Rebecca M.Brannon,female
37282576400,Dave Coblentz,male
37282727900,Eduard Deines,male
37269861400,Jack Simon,male
37277811400,Mark S Brown,male
37277087200,David Miller,male
37276186200,D. Bradley,
37282607500,Eduardo Hueso,male
37282606200,Igor Pivkin,male
37282605500,Sharon M. Swartz,female
37282605200,George Karniadakis,male
37282604600,Kenneth S. Breuer,male
38272352000,Vadim Slavin,male
37282588000,Robert Pelcovits,male
38275048800,George Loriot,male
38277115900,Andrew Callan-Jones,male
37282720500,Nate Hoobler,male
37284097700,Reuben Reyes,male
37282552900,Wendy Hodges,female
37266279000,Mark Robinson,male
37282578300,D. Guzman,
37282577800,K. Gaither,
37282573600,R. Wyatt,
37266518200,D. Crawford,
37273548600,Min-Yu Huang,female
37267815000,S. Klasky,
37282568500,S. Ethier,
37269399700,Gregory P. Johnson,male
37282574300,Victor M. Calo,male
37267188300,Qiang Du,male
37281384800,Xiaoquiang Wang,
37282541900,Filip Sadlo,male
37267217400,Rong Xu,male
37275469600,Zhiyong Huang,male
37282604200,N. Schwarz,
37282610900,Luc Renambot,male
37282610600,N. Krishnaprasad,
37282610100,Venkatram Vishwanath,male
37284238900,J. Leigh,
37270146700,A. Johnson,
37282331300,G. Kent,
37270550600,A. Nayak,
37282587100,Bruce H. McCormick,male
37282586700,Purna Doddapaneni,male
37282589200,David Mayerich,male
37284004900,Zeki Melek,male
37282588300,John Keyser,male
37273816400,M. Magnor,
37282741400,Neb Duric,male
37282572400,Jochen Ehret,male
37282550400,Achim Ebert,male
37282549400,Lars Schuchardt,male
37282548300,Heidrun Steinmetz,female
37283138400,Benjamin Bustos,male
37282557600,Tobias Schreck,male
37282562700,Gleb Bahmutov,male
37085969204,Gerhard Steinebach,male
37085971960,Inga Scheler,female
37085971700,Maja Ruby,female
37085972376,Wadl,male
37275792500,Sameep Mehta,male
37282600600,Kaden Hazzard,male
37269057900,Srinivasan Parthasarathy,male
37282601500,J. Wilkins,
37283733200,Allen Sanderson,male
37273740800,Nan Zhang,female
37277099300,Wei Hong,male
37416126400,Feng Qiu,male
38297258200,Haik Lorenz,male
38284745400,Suzanne Yoakum-Stover,female
38269932000,Bartosz von Rymon-lipinski,male
38277392600,Nils Hanssen,male
38273524000,Thomas Jansen,male
38270034700,Lutz Ritter,male
37282584400,Thomas Wischgoll,male
37267820900,Elke Moritz,female
37275011600,Hang Yu,male
37274693600,Ee-Chien Chang,
37280345200,Zhijian Zheng,male
37282587800,Rachel Mackenzie,female
37270627100,Robert Dougherty,male
37282587400,Brian Wandell,male
37282574100,Marc Alexander Schweitzer,male
37280211200,Ho-Lun Cheng,
37275305400,Xinwei Shi,male
37280763200,Lujin Wang,female
37282733800,K. Santilli,
37062691700,J. Dastur,
37282557100,Nitin Jain,male
37282556700,A. Sud,
37282568100,Michael Balzer,male
37282563100,Lok M. Hwa,male
37291847800,Wei Chen,male
37266117500,Liu Ren,male
37282570500,Steven Schkolne,male
37277282100,Hiroshi Ishii,male
37282583900,D. Jen,
37282583400,Peter Parente,male
37282583100,Jonathan Robbins,male
37282585200,Alain Burette,male
37282585000,Richard Weinberg,male
37284564500,A. Roman,
37282568400,Gaurav Garg,male
37282931600,Marc Levoy,male
37284778600,Andrei Hutanu,male
37265657600,E.C. Wyatt,
37282553800,P. O'Leary,
37273679700,Bryan Green,male
37280401000,Shigeo Takahashi,male
37266257200,Matej Mlejnek,male
37282551500,Anna Vilanova,female
37282594900,Katrin Bidmon,female
37282608500,Peter G. Sibley,male
37281085800,Juergen Schneider,male
37937697100,G.E. Marai,
38247147100,Stuart Andrews,male
37282736800,W.S. Geisler,
37280411700,C.H. Lee,
37285087600,Xuejun Hao,male
37268675600,Alireza Entezari,male
37282718000,Ramsay Dyer,male
37272616700,Xiaohong Bao,female
37282589400,Michael Shafae,male
37276454300,Yan-Jen Su,
37276909600,Chi-Tang Chang,
37282591400,John Harer,male
37278509300,Vijay Natarajan,male
37282625300,Alexandre Gillet,male
37282613800,Michel Sanner,male
37282612900,Daniel Stoffler,male
37282613100,David S. Goodsell,male
37283384700,Arthur Olson,male
37274039300,Lan A. Li,female
37268272100,Darryl T. Ernst,male
37282555700,Milos Sramek,male
37281026700,Yuan Chen,male
37279448300,M. Jin,
37281424800,Yalin Wang,male
37272109300,S.-T. Yau,
37068514100,X. Gu,
37062257300,Steve Eick,male
37267504500,David Kirk,male
37280282700,Bill Mark,male
38181775000,Ross T. Whitaker,male
37277530100,Louis Feng,male
37282726600,B. Jeremic,
37273640900,Yuan Zhou,male
37282552800,Wei Qiao,male
37276713300,Deborah A. Payne,female
38286312800,Bobbie-Jo M. Webb-Robertson,female
37282542600,R. Strzodka,
37282704500,Russell Gayle,male
37282594800,Anne Rice,female
37282588200,Matei Mancas,male
37288625500,Bernard Gosselin,male
37276857300,BenoÃ®t Macq,
37284272300,D. Xue,
37282899400,Michael Brasher,male
37280939900,Y. Kim,
37283212000,Michiel van de Panne,male
37282707800,Jeff Inman,male
37269487100,Greg Roth,male
37270727300,André Neubauer,male
37282642600,Stefan Wolfsberger,male
37282643000,M.-T. Forster,
37267821300,K. Buhler,
37560924800,Georg Zotti,male
37550791300,Jeffrey Heer,male
37390972800,Danah Boyd,female
37550821300,Gerard Lommerse,male
37550820700,Freek Nossin,male
37561415800,James Slack,male
37565728600,Kristian Hildebrand,male
37560414100,Shengdong Zhao,male
37388674500,Mark Chignell,male
37555057000,Kang Shi,male
37283481700,Pourang Irani,male
37559018700,B. Li,
37266113100,Alan Turner,male
37550755900,Patrick Mackey,male
37553253600,Shaun Moon,male
37354354100,Stefano Foresti,male
37561234600,D. Fleischer,
37552262100,Jargen Lerner,male
38229352000,Fabian Bendix,male
37546939800,Camilla Forsell,female
37567225900,Stefan Seipel,male
37550762600,E.B. Chlan,
37283245900,Mikael Jern,male
37550785900,Elena Fanea,female
37297057400,Tobias Isenberg,male
37560536200,Leland Wilkinson,male
37548165700,Anushka Anand,female
37289526000,T. Saito,
37550723900,H.N. Miyamura,
37558894100,M. Yamamoto,
37554270200,H. Saito,
37550743700,Y. Hoshiya,
37550743200,T. Kaseda,
37548307800,Zhen Wen,male
37567125300,Vikram Aggarwal,male
37550761800,Poonam Shanbhag,female
37550734100,Kenneth R. Allendoerfer,male
37550734900,Serge Aluker,male
37550735400,G. Panjwani,
37560563600,Jason M. Proctor,male
37550735800,D. Sturtz,
37555142200,M. Vukovic,
37086716530,Doantam Phan,
37836526900,Ling Xiao,female
37086713679,R. Yeh,
38262580000,Patrick Riehmann,male
37550731200,Manfred Hanfler,male
37282977500,â€ªBernd Froehlich,
37555373200,Patrick P. C. Lee,male
37859742700,R. Rao,
37086779578,Tony Jewitt,male
37554778300,Andrew Wilson,male
37550865700,Ovidio Mallo,male
37403333700,Mario Hlawitschka,male
37426637700,Alisa Neeman,female
37550806200,Francois Bertel,male
37282730300,Mathieu Malaterre,male
37297733900,P.P. Pebay,
37550808200,Saurabh Tendulkar,male
37550878500,Bart Moberts,male
37550815500,Frank Enders,male
37550815800,Natascha Sauber,female
37397398200,Dorit Merhof,female
37550816800,Christopher Nimsky,male
37550793100,Jorik Blaas,male
37373834100,Charl P. Botha,male
37562170500,Bart Peters,male
37550873700,Kondratieva,
37565577300,Alethea Bair,female
37558107200,J.L. Williams,
37398872700,R.E. Hiromoto,
37561217000,P.C.D. Robert,
37550837300,Stefan Eilemann,male
37550851600,Christophe Mion,male
37550881400,Alain Filbois,male
37300353800,N. D. Cornea,
37283058900,P. Min,
37552214500,Jeremie Allard,male
37298514300,Bruno Raffin,male
37550938300,Bekins,female
37543023400,Jan Mohring,male
37550794800,Jevgenij Jegorov,male
37553725000,Matthew Hall,male
37562414000,Alex Betts,male
37550805000,David Pointer,male
37297042900,Volodymyr Kindratenko,male
37565304300,Louis Bavoil,male
37426872800,Steven P. Callahan,male
37283149600,Juliana Freire,female
37550809300,Carlos E. Scheidegger,male
37549893300,Huy T. Vo,male
37283413300,Kurt Stockinger,male
37281789600,John Shalf,male
37278663800,K. Wu,
37326523400,Scott Atchley,male
37550810200,Ralf Kaehler,male
37267034700,J.L.D. Comba,
37563807000,Henrik Buchholz,male
37411882800,Hank Childs,male
37550795800,Eric Brugger,male
37346846400,Jeremy S. Meredith,male
37421706200,Mark C. Miller,male
37393104100,Brad Whitlock,male
37267810600,Thomas Klein,male
37295481500,Magnus Strengert,male
37559775500,Hui Zhang,female
37565750700,Laurent Castanie,male
37565729200,Andrei Lintu,male
37063105600,Fernando Vega Higuera,male
38270776800,Rudolf Fahlbusch,male
37372696400,Guenther Greiner,male
37541583800,Ofri Sadowsky,female
37277162900,Russell H. Taylor,male
37555625100,Adam Huang,male
37554808100,D. Roy,
37272388000,Marek Franaszek,male
37272385900,Ronald M Summers,male
37266085500,Robert L. Van Uitert Jr,male
37567174900,Abraham Stephens,male
37396865100,Marek Korkusinski,male
37270404800,Gerhard Klimeck,male
37403856700,Xiaoru Yuan,female
37565615300,Minh X. Nguyen,male
37561423700,David H. Porter,male
37565784300,Oliver Staubli,male
37565771500,Daniel Gubler,male
37297252300,Steven Langer,male
37550100100,Randall Frank,male
37565780200,Gregor Schlosser,male
37282925900,Carlos D. Correa,male
37374952000,D. Rafiei,
37548260500,Ola Nilsson,female
37554064200,Manuel M. Oliveira,male
37403588300,John C. Anderson,male
37551867600,Janine C. Bennett,female
37565717200,Jose De Corral,male
37266826500,L. Linsen,
37565747300,J. Locherbach,
37373626700,M. Berth,
37565923700,J. Bernhardt,
37548257400,D. Becher,
38274691700,Dan A. Alcantara,male
38275103600,Cindy Goh,female
38273169100,Yong J. Kil,male
38274069300,Eric Delson,male
38277123500,Will Harcourt-Smith,male
38180785300,F.J. Rohlf,
38271062200,Katherine St. John,female
37397347800,Ulrich Rist,male
37553759000,Xiangong Ye,
37565765400,Marshburn,
37317839500,Benjamin G. Wilde,male
37305546200,Kalpit Desai,male
37307858300,J. K. Fisher,
37320590500,Jeremy Cribb,male
37085988766,E. Timothy O'Brien,
37564918200,Abdelkrim Mebarki,male
37267968100,Tomoyuki Nishita,male
37562536700,Maria C. Velez,female
37424321800,Marilyn Tremaine,female
38185294800,D.E. Huber,
37283034900,Arthur Kirkpatrick,male
37565721800,Marios Nicolaou,male
37870001700,A. Gyulassy,
37549373300,Arjeh M. Cohen,male
37419557300,Beresford N. Parlett,male
37085987281,C. Garner,
37276603700,X. Gu,
37555056800,K. Shi,
37565757600,Jason Cantarella,male
37565756700,Michael Piatek,male
37565755600,â€ªEric Rawdon,
37566814000,Jonathan Konieczny,male
37565717100,Clement Shimizu,male
37548566400,Dâ€™nardo Colucci,
37085988984,M. Mlejnek,
37078900500,R. van der Rijt,
37566263900,Harrie van den Bosch,male
37374887400,Frans A. Gerritsen,male
37565763400,Alexander Wiebel,male
37559438200,Sheng-Chuan Wang,
37565764600,Jan Sahner,male
37087919738,Marc Borchers,male
37565763500,Martin Falk,male
37087920174,Oliver Fechtig,male
37087916501,Regine Frank,female
37565762400,Frank Grave,male
37087917032,Andreas King,male
37560948000,Ute Kraus,female
37557887000,T. Muller,
37087916570,H.-P. Nollert,
37087920333,I.R. Mendez,
37300293200,T. Schafhitzel,
37565757900,S. Schar,
37087920230,Gordon C. Zahn,male
37087917427,M. Zatloukal,
37283630900,Frederik Schramm,male
37565744300,R.P. Botchen,
37265895700,Stefan Bruckner,male
37278517400,Alark Joshi,male
37828702100,Joachim Georgii,male
37294992500,Carsten Stoll,male
37565760800,Nikolai A. Svakhine,male
37557344300,Yun Jang,female
37280728200,Tien Nguyen,male
37836748400,Jin Zhang,male
37836983300,David J Muraki,male
